등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,공동체,0,명사,한자어,共同體,"「1」생활이나 행동 또는 목적 따위를 같이하는 집단.
「2」인간에게 본래 갖추어져 있는 본질 의사에 의하여 결합된 유기적 통일체로서의 사회. 독일의 사회학자 퇴니에스가 제창한 사회 유형의 하나로 가족, 촌락 따위가 있다.",전문어(사회 일반)/전문어(사회 일반)
2등급,공부방,0,명사,한자어,工夫房,공부하기 위하여 따로 마련한 방.,일반어
2등급,공손하다,0,형용사,혼종어,恭遜하다,말이나 행동이 겸손하고 예의 바르다.,일반어
2등급,공식,1,명사,한자어,公式,"「1」국가적이나 사회적으로 인정된 공적인 방식.
「2」틀에 박힌 형식이나 방식.
「3」계산의 법칙 따위를 문자와 기호로 나타낸 식.",일반어/일반어/전문어(수학)
2등급,공연,2,명사,한자어,公演,"음악, 무용, 연극 따위를 많은 사람 앞에서 보이는 일.",일반어
2등급,공연장,0,명사,한자어,公演場,"극장, 음악당 따위의 공연을 하는 장소.",일반어
2등급,공연하다,2,동사,혼종어,公演하다,"음악, 무용, 연극 따위를 많은 사람 앞에서 보이다.",일반어
2등급,공작,4,명사,한자어,孔雀,"꿩과의 새. 꿩과 비슷하나 깃이 매우 화려하고 몸이 크다. 날개의 길이는 수컷이 50cm, 암컷은 40cm, 꽁지는 1.5미터 정도이며, 머리 위에 10cm 정도의 깃털이 삐죽하게 있는데 수컷이 꽁지를 펴면 큰 부채와 같으며 오색찬란하다. 암컷은 수컷보다 작고 꽁지가 짧으며 무늬가 없다. 미얀마, 말레이반도, 스리랑카, 인도 등지에 분포한다.",전문어(동물)
2등급,공평하다,1,형용사,혼종어,公平하다,어느 쪽으로도 치우치지 않고 고르다.,일반어
2등급,과목,2,명사,한자어,科目,"「1」분류한 조목.
「2」가르치거나 배워야 할 지식 및 경험의 체계를 세분하여 계통을 세운 영역.
「3」불경의 뜻을 알기 쉽게 추리어 그 뜻을 드러나게 하는 장구(章句).
「4」우리나라와 중국에서 관리를 뽑을 때 실시하던 시험. 중국에서는 수나라 때에 시작하였고, 우리나라에서는 고려 광종 9년(958)에 처음 실시하여 조선 시대에는 그 중요성이 더욱 커졌다. 문과, 무과, 잡과 따위가 있었다.",일반어/전문어(교육)/전문어(불교)/전문어(역사)
2등급,과연,1,부사,한자어,果然,"「1」아닌 게 아니라 정말로. 주로 생각과 실제가 같음을 확인할 때에 쓴다.
「2」결과에 있어서도 참으로.",일반어/일반어
2등급,과장,7,명사,한자어,課長,"관공서나 회사 따위에서, 한 과(課)의 업무나 직원을 감독하는 직위. 또는 그 직위에 있는 사람.",일반어
2등급,과제,4,명사,한자어,課題,"「1」처리하거나 해결해야 할 문제.
「2」주로 교육 기관 등에서 학생들의 학습 능력을 높이기 위해 교사나 교수가 학생들에게 내어 주는 연구 문제.",일반어/일반어
2등급,과학관,0,명사,한자어,科學館,과학에 관한 자료와 물품을 갖추어 일반인이 관람하고 탐구 정신을 기를 수 있도록 함으로써 과학 사상의 앙양과 과학 교육의 진흥에 이바지하는 곳.,일반어
2등급,관,6,명사,한자어,棺,시체를 담는 궤.,일반어
2등급,관객,0,명사,한자어,觀客,"운동 경기, 공연, 영화 따위를 보거나 듣는 사람.",일반어
2등급,관광,2,명사,한자어,觀光,"「1」나라의 성덕(盛德)과 광휘(光輝)를 봄.
「2」다른 지방이나 다른 나라에 가서 그곳의 풍경, 풍습, 문물 따위를 구경함.",일반어/일반어
2등급,관광객,0,명사,한자어,觀光客,관광하러 다니는 사람.,일반어
2등급,관광하다,2,동사,혼종어,觀光하다,"「1」나라의 성덕(盛德)과 광휘(光輝)를 보다.
「2」다른 지방이나 다른 나라에 가서 그곳의 풍경, 풍습, 문물 따위를 구경하다.",일반어/일반어
2등급,관람,0,명사,한자어,觀覽,"연극, 영화, 운동 경기, 미술품 따위를 구경함.",일반어
2등급,관람하다,0,동사,혼종어,觀覽하다,"연극, 영화, 운동 경기, 미술품 따위를 구경하다.",일반어
2등급,관련,0,명사,한자어,關聯/關連,"둘 이상의 사람, 사물, 현상 따위가 서로 관계를 맺어 매여 있음. 또는 그 관계.",일반어
2등급,관련되다,0,동사,혼종어,關聯되다/關連되다,"둘 이상의 사람, 사물, 현상 따위가 서로 얽혀서 가까운 관계에 있다.",일반어
2등급,관련하다,0,동사,혼종어,關聯하다/關連하다,"둘 이상의 사람, 사물, 현상 따위가 서로 관계를 맺어 매여 있다.",일반어
2등급,관리,4,명사,한자어,管理,"「1」어떤 일의 사무를 맡아 처리함.
「2」시설이나 물건의 유지, 개량 따위의 일을 맡아 함.
「3」사람을 통제하고 지휘하며 감독함.
「4」사람의 몸이나 동식물 따위를 보살펴 돌봄.",일반어/일반어/일반어/일반어
2등급,관리하다,0,동사,혼종어,管理하다,"「1」어떤 일의 사무를 맡아 처리하다.
「2」시설이나 물건의 유지, 개량 따위의 일을 맡아 하다.
「3」사람을 통제하고 지휘하며 감독하다.
「4」사람의 몸이나 동식물 따위를 보살펴 돌보다.",일반어/일반어/일반어/일반어
2등급,관심사,0,명사,한자어,關心事,관심을 끄는 일.,일반어
2등급,관장,11,명사,한자어,館長,"「1」도서관, 박물관, 전시관 따위와 같이 ‘-관18’(館) 자가 붙은 기관의 최고 책임자.
「2」조선 시대에 둔, 성균관의 으뜸 벼슬.",일반어/전문어(역사)
2등급,관중,8,명사,한자어,觀衆,운동 경기 따위를 구경하기 위하여 모인 사람들.,일반어
2등급,괄호,0,명사,한자어,括弧,"문장 부호의 하나. 소괄호(( )), 중괄호({ }), 대괄호([ ])가 있다.",전문어(언어)
2등급,광고하다,2,동사,혼종어,廣告하다,"「1」세상에 널리 알리다.
「2」상품이나 서비스에 대한 정보를 여러 가지 매체를 통하여 의도적으로 소비자에게 널리 알리다.",일반어/전문어(매체)
2등급,광복,1,명사,한자어,光復,빼앗긴 주권을 도로 찾음.,일반어
2등급,광장,2,명사,한자어,廣場,"「1」많은 사람이 모일 수 있게 거리에 만들어 놓은, 넓은 빈터.
「2」여러 사람이 뜻을 같이하여 만나거나 모일 수 있는 자리를 비유적으로 이르는 말.",일반어/일반어
2등급,교감,3,명사,한자어,校監,학교장을 도와서 학교의 일을 관리하고 감독하는 직위. 또는 그 직위에 있는 사람.,전문어(교육)
2등급,교과,1,명사,한자어,敎科,학교에서 교육의 목적에 맞게 가르쳐야 할 내용을 계통적으로 짜 놓은 일정한 분야.,전문어(교육)
2등급,교과서,0,명사,한자어,敎科書,"「1」학교에서 교과 과정에 따라 주된 교재로 사용하기 위하여 편찬한 책.
「2」해당 분야에서 모범이 될 만한 사실을 비유적으로 이르는 말.",전문어(교육)/일반어
2등급,교내,1,명사,한자어,校內,학교의 안.,일반어
2등급,교무실,0,명사,한자어,敎務室,교사가 교재를 준비하는 등 여러 가지 일을 맡아보는 곳.,전문어(교육)
2등급,교문,1,명사,한자어,校門,학교의 문.,일반어
2등급,교복,1,명사,한자어,校服,학교에서 학생들이 입도록 정한 제복.,일반어
2등급,교수,6,명사,한자어,敎授,"「1」학문이나 기예(技藝)를 가르침.
「2」대학에서, 학문을 가르치고 연구하는 사람. 교수, 부교수, 조교수가 있다.
「3」조선 시대에, 지방 유생(儒生)의 교육을 맡아보던 종육품 벼슬. 향교(鄕校)를 지도하기 위하여 부(府)와 목(牧)에 두었다.
「4」동학(東學)의 교직(敎職)인 육임(六任) 가운데 두 번째 직위.",일반어/전문어(교육)/전문어(역사)/전문어(역사)
2등급,교시,3,의존명사,한자어,校時,"학교의 수업 시간을 세는 단위. 흔히 40분 또는 45분, 50분 따위로 정한다.",일반어
2등급,교육,0,명사,한자어,敎育,지식과 기술 따위를 가르치며 인격을 길러 줌.,일반어
2등급,교육청,0,명사,한자어,敎育廳,"시나 군을 단위로 하여 학교 교육이나 그 지방 자치 단체의 교육, 학예에 관한 사무를 맡아보는 관청.",전문어(교육)
2등급,교장,3,명사,한자어,校長,대학이나 학원을 제외한 각급 학교의 으뜸 직위. 또는 그 직위에 있는 사람.,전문어(교육)
2등급,교재,1,명사,한자어,敎材,학문이나 기예 따위를 가르치거나 배우는 데 필요한 여러 가지 재료.,전문어(교육)
2등급,교체,1,명사,한자어,交替/交遞,사람이나 사물을 다른 사람이나 사물로 대신함.,일반어
2등급,교탁,1,명사,한자어,敎卓,수업이나 강의를 할 때에 책 따위를 올려놓기 위하여 교단 앞이나 위에 놓은 탁자.,일반어
2등급,교통,1,명사,한자어,交通,"「1」자동차ㆍ기차ㆍ배ㆍ비행기 따위를 이용하여 사람이 오고 가거나, 짐을 실어 나르는 일.
「2」서로 오고 감. 또는 소식이나 정보를 주고받음.
「3」나라 사이에 관계를 맺어 오고 가고 함.
「4」남녀 사이에 서로 사귀거나 육체적 관계를 가짐.",일반어/일반어/일반어/일반어
2등급,교통경찰,0,명사,한자어,交通警察,교통의 안전과 질서 유지가 임무인 경찰.,일반어
2등급,교통수단,0,명사,한자어,交通手段,사람이 이동하거나 짐을 옮기는 데 쓰는 수단.,일반어
2등급,교환,1,명사,한자어,交換,"「1」서로 바꿈.
「2」서로 주고받고 함.
「3」전화나 전신이 통할 수 있도록 사이에서 선로를 연결해 줌.
「4」어떤 재화나 용역을 다른 사람에게 주고, 그 가격만큼 다른 재화나 용역 또는 화폐를 얻는 일.
「5」전화 교환의 일을 맡아보는 사람.
「6」우체국에서 발송인이 위탁한 물건을 수취인에게 전해 주고 그 물건값을 받아서 발송인에게 보내는 일.",일반어/일반어/일반어/전문어(경제)/전문어(정보·통신)/전문어(서비스업)
2등급,교환되다,0,동사,혼종어,交換되다,"[1]「1」서로 바뀌다.
[1]「2」서로 주고받게 되다.
[1]「3」어떤 재화나 용역이 다른 사람에게 맡겨져 그 가격만큼 다른 재화나 용역 또는 화폐가 얻어지다.
[1]「4」우체국에서 발송인이 위탁한 물건이 수취인에게 전달되고 그 물건값이 치러져 발송인에게 보내지다.
[2]전화나 전신이 통할 수 있도록 선로가 연결되다.",일반어/일반어/전문어(경제)/전문어(서비스업)/일반어
2등급,교환하다,1,동사,혼종어,交換하다,"[1]서로 바꾸다.
[2]「1」서로 주고받고 하다.
[2]「2」어떤 재화나 용역을 다른 사람에게 주고, 그 가격만큼 다른 재화나 용역 또는 화폐를 얻다.
[2]「3」우체국에서 발송인이 위탁한 물건을 수취인에게 전해 주고 그 물건값을 받아서 발송인에게 보내다.
[3]전화나 전신이 통할 수 있도록 사이에서 선로를 연결해 주다.",일반어/전문어(경제)/전문어(서비스업)
2등급,교훈,2,명사,한자어,敎訓,앞으로의 행동이나 생활에 지침이 될 만한 것을 가르침. 또는 그런 가르침.,일반어
2등급,구구단,0,명사,한자어,九九段,‘구구법’을 일상적으로 이르는 말.,일반어
2등급,구기다,1,동사,고유어,,"「1」종이나 천 따위의 엷은 물체가 비벼지거나 접혀져서 잔금이 생기다. 또는 그렇게 하다.
「2」일의 진행이나 살림이 순조롭게 되지 아니하고 꼬이고 막히다. 또는 그렇게 하다.
「3」마음이 언짢게 되다. 또는 그렇게 하다.
「4」(속되게) 얼굴 따위를 찌푸리다.",일반어/일반어/일반어/일반어
2등급,구린내,0,명사,고유어,,똥이나 방귀 냄새와 같이 고약한 냄새.,일반어
2등급,구명조끼,0,명사,혼종어,救命←chokki,물에 빠져도 몸이 뜰 수 있도록 만든 조끼.,일반어
2등급,구불구불하다,0,형용사/동사,고유어,,"[Ⅰ]이리로 저리로 구부러지다.
[Ⅱ]이리저리 구부러져 있다.",일반어/일반어
2등급,구입하다,3,동사,혼종어,購入하다,물건 따위를 사들이다.,일반어
2등급,구청,2,명사,한자어,區廳,구(區)의 행정 사무를 맡아보는 관청.,전문어(행정)
2등급,구출하다,1,동사,혼종어,救出하다,위험한 상태에서 구하여 내다.,일반어
2등급,국가,1,명사,한자어,國家,"일정한 영토와 거기에 사는 사람들로 구성되고, 주권(主權)에 의한 하나의 통치 조직을 가지고 있는 사회 집단. 국민ㆍ영토ㆍ주권의 삼요소를 필요로 한다.",일반어
2등급,국경,1,명사,한자어,國境,나라와 나라의 영역을 가르는 경계.,일반어
2등급,국그릇,0,명사,고유어,,국을 담는 그릇.,일반어
2등급,국내,2,명사,한자어,國內,나라의 안.,일반어
2등급,국산,0,명사,한자어,國産,자기 나라에서 생산함. 또는 그 물건.,일반어
2등급,국악,0,명사,한자어,國樂,"「1」나라의 고유한 음악.
「2」우리나라 고유의 음악. 서양 음악에 상대하여 우리의 전통 음악을 이르는 말이다.",일반어/전문어(음악)
2등급,국어사전,1,명사,한자어,國語辭典,"국어를 모아 일정한 순서로 배열하여 의미, 주석, 어원, 품사, 다른 말과의 관계 따위를 밝히고 풀이한 책.",일반어
2등급,국적,2,명사,한자어,國籍,"「1」한 나라의 구성원이 되는 자격.
「2」배나 비행기 따위가 소속되어 있는 나라.
「3」한 나라의 특색을 나타내는 것.",전문어(법률)/전문어(법률)/전문어(법률)
2등급,국제,2,명사,한자어,國際,"「1」나라 사이에 관계됨.
「2」여러 나라에 공통됨.
「3」여러 나라가 모여서 이루거나 함.",일반어/일반어/일반어
