순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급
2706,그분,대,대명사,代名詞,,A
6754,그사이,명,명사,名詞,,C
2308,그야말로,부,부사,副詞,,C
2171,그이,대,대명사,代名詞,,C
1197,그저,부,부사,副詞,,C
20155,그저께,명,명사,名詞,,C
6026,그전,명,명사,名詞,-前,C
4261,그제서야,부,부사,副詞,,C
5866,그제야,부,부사,副詞,,C
1085,그중,명,명사,名詞,-中,B
3027,그쪽,대,대명사,代名詞,,A
1150,그치다,동,동사,動詞,,B
3222,그토록,부,부사,副詞,,C
3794,그해,명,명사,名詞,,B
2352,극,명,명사,名詞,劇,C
4118,극복,명,명사,名詞,克服,C
1355,극복하다,동,동사,動詞,克服-,C
5728,극작가,명,명사,名詞,劇作家,C
2331,극장,명,명사,名詞,劇場,A
2991,극히,부,부사,副詞,極-,C
1260,근거,명,명사,名詞,根據,C
3912,근거하다,동,동사,動詞,根據-,C
8687,근교,명,명사,名詞,近郊,C
563,근데,부,부사,副詞,그런데,B
4871,근래,명,명사,名詞,近來,C
3628,근로,명,명사,名詞,勤勞,C
1971,근로자,명,명사,名詞,勤勞者,B
2707,근무,명,명사,名詞,勤務,B
2761,근무하다,동,동사,動詞,勤務-,B
2378,근본,명,명사,名詞,根本,C
1587,근본적,명,명사,名詞,根本的,C
2918,근원,명,명사,名詞,根源,C
2648,근육,명,명사,名詞,筋肉,C
1151,근처,명,명사,名詞,近處,A
252,글,명,명사,名詞,,B
1972,글쎄,감,감탄사,感嘆詞,,B
4119,글쎄요,감,감탄사,感嘆詞,,B
2403,글쓰기,명,명사,名詞,,B
3976,글씨,명,명사,名詞,,B
1564,글자,명,명사,名詞,-字,B
4773,긁다,동,동사,動詞,,C
5323,금,명,명사,名詞,"~을 긋다, 金",B
,금강산,고,고유 명사,固有名詞,金剛山,C
6029,금고,명,명사,名詞,金庫,C
3262,금년,명,명사,名詞,今年,B
8018,금메달,명,명사,名詞,金medal,C
1597,금방,부,부사,副詞,今方,B
3571,금세,부,부사,副詞,,C
3913,금액,명,명사,名詞,金額,C
5868,금연,명,명사,名詞,禁煙,B
7714,금요일,명,명사,名詞,金曜日,A
2591,금지,명,명사,名詞,禁止,B
5586,금지되다,동,동사,動詞,禁止-,C
4774,금지하다,동,동사,動詞,禁止-,B
4976,금하다,동,동사,動詞,禁-,C
1289,급,명,명사,名詞,級,A
5324,급격히,부,부사,副詞,急激-,C
5460,급속히,부,부사,副詞,急速-,C
5461,급증하다,동,동사,動詞,急增-,C
2437,급하다,형,형용사,形容詞,急-,B
4676,급히,부,부사,副詞,急-,C
3854,긋다,동,동사,動詞,금을 ~,C
2952,긍정적,명,명사,名詞,肯定的,B
1607,기,명,명사,名詞,"氣, 旗",C
678,기간,명,명사,名詞,期間,B
910,기계,명,명사,名詞,機械,B
449,기관,명,명사,名詞,機關,C
1250,기구,명,명사,名詞,"器具, 機構",C
3263,기기,명,명사,名詞,機器,C
4677,기념,명,명사,名詞,記念,C
26081,기념일,명,명사,名詞,記念日,C
13162,기념품,명,명사,名詞,記念品,C
6757,기념하다,동,동사,動詞,記念-,C
531,기능,명,명사,名詞,"技能, 機能",C
5085,기다,동,동사,動詞,,C
298,기다리다,동,동사,動詞,,A
1442,기대,명,명사,名詞,期待,B
3680,기대다,동,동사,動詞,의지하다,C
4977,기대되다,동,동사,動詞,期待-,C
1303,기대하다,동,동사,動詞,期待-,B
6758,기도,명,명사,名詞,祈禱,B
5587,기도하다,동,동사,動詞,祈禱-,C
4328,기독교,명,명사,名詞,基督敎,C
3855,기둥,명,명사,名詞,,C
1094,기록,명,명사,名詞,記錄,C
4185,기록되다,동,동사,動詞,記錄-,C
1261,기록하다,동,동사,動詞,記錄-,B
882,기르다,동,동사,動詞,,B
1893,기름,명,명사,名詞,,B
5326,기막히다,형,형용사,形容詞,氣-,C
2853,기법,명,명사,名詞,技法,C
842,기본,명,명사,名詞,基本,B
1779,기본적,명,명사,名詞,基本的,C
525,기분,명,명사,名詞,氣分,A
3308,기뻐하다,동,동사,動詞,,B
1625,기쁘다,형,형용사,形容詞,,B
1633,기쁨,명,명사,名詞,,B
1342,기사,명,명사,名詞,"技士, 記事",B
5588,기성,명,명사,名詞,旣成,C
5870,기성세대,명,명사,名詞,旣成世代,C
4776,기숙사,명,명사,名詞,寄宿舍,A
328,기술,명,명사,名詞,技術,B
4046,기술자,명,명사,名詞,技術者,C
5871,기술하다,동,동사,動詞,記述-,C
847,기억,명,명사,名詞,記憶,B
7464,기억나다,동,동사,動詞,記憶-,B
9945,기억되다,동,동사,動詞,記憶-,C
1905,기억하다,동,동사,動詞,記憶-,B
292,기업,명,명사,名詞,企業,C
9066,기업인,명,명사,名詞,企業人,C
5184,기여,명,명사,名詞,寄與,C
2992,기여하다,동,동사,動詞,寄與-,C
2379,기온,명,명사,名詞,氣溫,B
2822,기운,명,명사,名詞,,B
5732,기울다,동,동사,動詞,,C
1282,기울이다,동,동사,動詞,,C
4587,기원,명,명사,名詞,起源,C
3067,기원전,명,명사,名詞,紀元前,C
637,기자,명,명사,名詞,記者,B
5733,기적,명,명사,名詞,奇跡,C
779,기준,명,명사,名詞,基準,B
2919,기차,명,명사,名詞,汽車,A
1235,기초,명,명사,名詞,基礎,B
8690,기초적,명,명사,名詞,基礎的,C
3223,기초하다,동,동사,動詞,基礎-,C
7466,기침,명,명사,名詞,,B
3068,기타,명,명사,名詞,"其他, guitar",B
5185,기호,명,명사,名詞,記號,C
12347,기혼,명,명사,名詞,旣婚,C
770,기회,명,명사,名詞,機會,B
2823,기획,명,명사,名詞,企劃,C
2404,기후,명,명사,名詞,氣候,C
3069,긴급,명,명사,名詞,緊急,C
2464,긴장,명,명사,名詞,緊張,B
6969,긴장감,명,명사,名詞,緊張感,C
9069,긴장되다,동,동사,動詞,緊張-,C
3856,긴장하다,동,동사,動詞,緊張-,B
173,길,명,명사,名詞,도로,A
4588,길가,명,명사,名詞,,B
6760,길거리,명,명사,名詞,,B
386,길다,형,형용사,形容詞,밤이 ~,A
6374,길어지다,동,동사,動詞,,C
1283,길이,명,명사,名詞,,B
4405,김,"명, 의","명사, 의존 명사","名詞, 依存名詞","~이 서리다, 해초",B
7720,김밥,명,명사,名詞,,A
2207,김치,명,명사,名詞,,A
16599,김치찌개,명,명사,名詞,,B
,김포공항,고,고유 명사,固有名詞,金浦空港,B
461,깊다,형,형용사,形容詞,,B
4980,깊숙이,부,부사,副詞,,C
1634,깊이,"명, 부","명사, 부사","名詞, 副詞",,B
9949,까다,동,동사,動詞,마늘을 ~,C
954,까닭,명,명사,名詞,,B
26135,까만색,명,명사,名詞,-色,B
3264,까맣다,형,형용사,形容詞,,B
9498,까먹다,동,동사,動詞,,C
5872,까치,명,명사,名詞,,C
,깍두기,명,명사,名詞,,C
2465,깎다,동,동사,動詞,,A
5463,깔끔하다,형,형용사,形容詞,,C
3180,깔다,동,동사,動詞,,C
2650,깔리다,동,동사,動詞,,C
9500,깜빡,부,부사,副詞,,B
2762,깜짝,부,부사,副詞,놀라는 모양,B
9501,깡패,명,명사,名詞,-牌,C
1939,깨끗이,부,부사,副詞,,B
1471,깨끗하다,형,형용사,形容詞,,A
9072,깨끗해지다,동,동사,動詞,,C
2277,깨다,동,동사,動詞,"술이 ~, 그릇을 ~",B
1139,깨닫다,동,동사,動詞,,C
4329,깨달음,명,명사,名詞,,C
5589,깨뜨리다,동,동사,動詞,,C
6375,깨소금,명,명사,名詞,,C
3681,깨어나다,동,동사,動詞,,C
8322,깨어지다,동,동사,動詞,,C
4495,깨우다,동,동사,動詞,,C
2792,깨지다,동,동사,動詞,깨어지다,B
791,꺼내다,동,동사,動詞,,B
3795,꺼지다,동,동사,動詞,불이 ~,B
3070,꺾다,동,동사,動詞,,C
4262,껌,명,명사,名詞,gum,B
2309,껍질,명,명사,名詞,,B
1828,꼬리,명,명사,名詞,,C
4407,꼬마,명,명사,名詞,,C
397,꼭,부,부사,副詞,"힘을 주는 모양, 반드시",A
3796,꼭대기,명,명사,名詞,,B
1176,꼴,명,명사,名詞,모양새,C
5464,꼼꼼하다,형,형용사,形容詞,,C
5590,꼼짝,부,부사,副詞,,C
3682,꼽히다,동,동사,動詞,,C
3462,꽂다,동,동사,動詞,,C
470,꽃,명,명사,名詞,,A
9951,꽃씨,명,명사,名詞,,C
6761,꽃잎,명,명사,名詞,,B
3395,꽉,부,부사,副詞,,C
1608,꽤,부,부사,副詞,,B
3028,꾸다,동,동사,動詞,"꿈을 ~, 돈을 ~",B
5186,꾸리다,동,동사,動詞,,C
1635,꾸미다,동,동사,動詞,,B
9952,꾸준하다,형,형용사,形容詞,,C
2889,꾸준히,부,부사,副詞,,B
6031,꾸중,명,명사,名詞,,C
4982,꿀,명,명사,名詞,,B
535,꿈,명,명사,名詞,,A
3071,꿈꾸다,동,동사,動詞,,B
5873,꿈속,명,명사,名詞,,B
2495,끄다,동,동사,動詞,불을 ~,A
2208,끄덕이다,동,동사,動詞,,B
4496,끈,명,명사,名詞,,C
4497,끊기다,동,동사,動詞,,C
1614,끊다,동,동사,動詞,,B
3797,끊어지다,동,동사,動詞,,B
4498,끊임없다,형,형용사,形容詞,,C
1839,끊임없이,부,부사,副詞,,C
568,끌다,동,동사,動詞,,B
5736,끌리다,동,동사,動詞,,C
6032,끌어당기다,동,동사,動詞,,C
2854,끓다,동,동사,動詞,,B
1416,끓이다,동,동사,動詞,,B
333,끝,명,명사,名詞,,A
376,끝나다,동,동사,動詞,,A
2332,끝내,부,부사,副詞,,B
1452,끝내다,동,동사,動詞,,A
4186,끝없다,형,형용사,形容詞,,C
4408,끝없이,부,부사,副詞,,C
6033,끼,명,명사,名詞,끼니,C
2072,끼다,동,동사,動詞,"구름이 ~, 끼우다",B
4187,끼어들다,동,동사,動詞,,C
3396,끼우다,동,동사,動詞,,C
8,나,대,대명사,代名詞,,A
196,나가다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A
304,나누다,동,동사,動詞,,B
5327,나누어지다,동,동사,動詞,,C
4874,나뉘다,동,동사,動詞,,C
104,나다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A
6559,나들이,명,명사,名詞,,C
226,나라,명,명사,名詞,,A
2353,나란히,부,부사,副詞,,C
4409,나르다,동,동사,動詞,,C
1095,나름,의,의존 명사,依存名詞,,C
1290,나머지,명,명사,名詞,,B
540,나무,명,명사,名詞,,A
4047,나물,명,명사,名詞,,B
3225,나뭇가지,명,명사,名詞,,B
4778,나뭇잎,명,명사,名詞,,B
5874,나비,명,명사,名詞,,B
6379,나빠지다,동,동사,動詞,,B
873,나쁘다,형,형용사,形容詞,,A
458,나서다,동,동사,動詞,,B
820,나아가다,동,동사,動詞,,C
4679,나아지다,동,동사,動詞,,C
50,나오다,동,동사,動詞,,A
429,나이,명,명사,名詞,,A
1018,나중,명,명사,名詞,,A
3265,나침반,명,명사,名詞,羅針盤,C
160,나타나다,동,동사,動詞,,B
588,나타내다,동,동사,動詞,,B
11024,나흘,명,명사,名詞,,B
5328,낙엽,명,명사,名詞,落葉,B
2278,낚시,명,명사,名詞,,B
9505,낚시꾼,명,명사,名詞,,C
9075,낚싯대,명,명사,名詞,,C
4589,난리,명,명사,名詞,亂離,C
9957,난방,명,명사,名詞,暖房,C
143,날,명,명사,名詞,어느 ~,A
2073,날개,명,명사,名詞,,B
2230,날다,동,동사,動詞,,A
3309,날리다,동,동사,動詞,'날다'의 사동사,C
1291,날씨,명,명사,名詞,,A
2380,날아가다,동,동사,動詞,,B
7201,날아다니다,동,동사,動詞,,C
2855,날아오다,동,동사,動詞,,B
2994,날짜,명,명사,名詞,,A
3857,날카롭다,형,형용사,形容詞,,C
1940,낡다,형,형용사,形容詞,,B
360,남,명,명사,名詞,"男, 南",B
1056,남기다,동,동사,動詞,,B
1068,남녀,명,명사,名詞,男女,A
290,남다,동,동사,動詞,,B
,남대문,고,고유 명사,固有名詞,南大門,A
,남대문시장,고,고유 명사,固有名詞,南大門市場,A
9077,남동생,명,명사,名詞,男-,A
4590,남매,명,명사,名詞,男妹,B
,남미,고,고유 명사,固有名詞,南美,C
2310,남부,명,명사,名詞,南部,C
5876,남북,명,명사,名詞,南北,C
,남산,고,고유 명사,固有名詞,南山,B
742,남성,명,명사,名詞,男性,B
154,남자,명,명사,名詞,男子,A
1598,남쪽,명,명사,名詞,南-,A
255,남편,명,명사,名詞,男便,A
5594,남학생,명,명사,名詞,男學生,A
5877,납득하다,동,동사,動詞,納得-,C
1696,낫다,"동, 형","동사, 형용사","動詞, 形容詞","병이 ~, 더 좋다",B
5189,낭비,명,명사,名詞,浪費,C
1184,낮,명,명사,名詞,,A
974,낮다,형,형용사,形容詞,,A
5465,낮아지다,동,동사,動詞,,C
3572,낮추다,동,동사,動詞,,C
2209,낯설다,형,형용사,形容詞,,B
4875,낱말,명,명사,名詞,단어,C
433,낳다,동,동사,動詞,,B
463,내,의,의존 명사,依存名詞,內,C
10449,내과,명,명사,名詞,內科,C
2405,내내,부,부사,副詞,,B
1941,내년,명,명사,名詞,來年,A
1069,내놓다,동,동사,動詞,,B
167,내다,"보, 동","보조 용언, 동사","補助用言, 動詞","참아 ~, 길을 ~",A
2793,내다보다,동,동사,動詞,,C
6195,내달,명,명사,名詞,來-,C
1041,내려가다,동,동사,動詞,,A
3310,내려놓다,동,동사,動詞,,B
3029,내려다보다,동,동사,動詞,,B
894,내려오다,동,동사,動詞,,A
4120,내려지다,동,동사,動詞,,C
243,내리다,동,동사,動詞,눈이 ~,A
1545,내밀다,동,동사,動詞,,B
4591,내버리다,동,동사,動詞,,C
5737,내보내다,동,동사,動詞,,C
1190,내부,명,명사,名詞,內部,C
4779,내쉬다,동,동사,動詞,,C
4876,내외,명,명사,名詞,"內外.안팎, 內外.남녀",C
212,내용,명,명사,名詞,內容,B
9963,내용물,명,명사,名詞,內容物,C
1270,내일,"부, 명","부사, 명사","副詞, 名詞",來日,A
7728,내적,명,명사,名詞,內的,C
3574,내주다,동,동사,動詞,,C
2592,내지,부,부사,副詞,乃至,B
26255,내후년,명,명사,名詞,來後年,C
4877,냄비,명,명사,名詞,,B
1061,냄새,명,명사,名詞,,B
9080,냇물,명,명사,名詞,,C
4121,냉동,명,명사,名詞,冷凍,C
13192,냉면,명,명사,名詞,冷麵,A
20268,냉방,명,명사,名詞,冷房,C
3311,냉장고,명,명사,名詞,冷藏庫,A
100,너,대,대명사,代名詞,,A
2231,너머,명,명사,名詞,,B
225,너무,부,부사,副詞,,A
1152,너무나,부,부사,副詞,,B
1588,너희,대,대명사,代名詞,,B
22829,넉,관,관형사,冠形詞,~ 달,C
4500,넉넉하다,형,형용사,形容詞,,C
1492,널리,부,부사,副詞,,C
638,넓다,형,형용사,形容詞,,A
4780,넓어지다,동,동사,動詞,,B
2763,넓히다,동,동사,動詞,,B
5330,넘겨주다,동,동사,動詞,,C
1459,넘기다,동,동사,動詞,,C
476,넘다,동,동사,動詞,,B
1615,넘어가다,동,동사,動詞,,B
4984,넘어뜨리다,동,동사,動詞,,C
1697,넘어서다,동,동사,動詞,,B
4680,넘어오다,동,동사,動詞,,C
4332,넘어지다,동,동사,動詞,,B
2172,넘치다,동,동사,動詞,,B
219,넣다,동,동사,動詞,,A
357,네,"관, 감","관형사, 감탄사","冠形詞, 感嘆詞",,A
8328,네거리,명,명사,名詞,,B
6766,넥타이,명,명사,名詞,necktie,A
6980,넷,수,수사,数詞,,A
6198,넷째,"관, 수","관형사, 수사","冠形詞, 数詞",,A
2074,녀석,의,의존 명사,依存名詞,,B
26,년,의,의존 명사,依存名詞,年,A
345,년대,의,의존 명사,依存名詞,年代,B
2890,년도,의,의존 명사,依存名詞,年度,B
4048,년생,의,의존 명사,依存名詞,年生. 80~,C
547,노동,명,명사,名詞,勞動,C
792,노동자,명,명사,名詞,勞動者,B
8329,노란색,명,명사,名詞,-色,A
3109,노랗다,형,형용사,形容詞,,B
487,노래,명,명사,名詞,,A
3977,노래방,명,명사,名詞,-房,B
3398,노래하다,동,동사,動詞,,A
7474,노랫소리,명,명사,名詞,,B
494,노력,명,명사,名詞,努力,B
944,노력하다,동,동사,動詞,努力-,B
4189,노선,명,명사,名詞,路線,C
1086,노인,명,명사,名詞,老人,B
8031,노트,명,명사,名詞,note,A
4122,녹다,동,동사,動詞,,C
4265,녹색,명,명사,名詞,綠色,B
8699,녹음,명,명사,名詞,錄音,B
8330,녹음하다,동,동사,動詞,錄音-,B
6562,녹이다,동,동사,動詞,,C
16643,녹차,명,명사,名詞,綠茶,B
9966,녹화,명,명사,名詞,錄畵,C
2677,논,명,명사,名詞,,C
1236,논리,명,명사,名詞,論理,C
5331,논리적,명,명사,名詞,論理的,C
1417,논문,명,명사,名詞,論文,B
2953,논의하다,동,동사,動詞,論議-,B
2708,논쟁,명,명사,名詞,論爭,C
3859,논하다,동,동사,動詞,論-,C
418,놀다,동,동사,動詞,,A
594,놀라다,동,동사,動詞,,A
1829,놀랍다,형,형용사,形容詞,,B
4411,놀리다,동,동사,動詞,흉을 보다,C
1177,놀이,명,명사,名詞,,B
7731,놀이터,명,명사,名詞,,B
848,놈,의,의존 명사,依存名詞,,C
9968,농구,명,명사,名詞,籠球,B
2856,농담,명,명사,名詞,弄談,B
597,농민,명,명사,名詞,農民,C
3267,농부,명,명사,名詞,農夫,C
1472,농사,명,명사,名詞,農事,B
5595,농사일,명,명사,名詞,農事-,C
4985,농사짓다,동,동사,動詞,農事-,C
1942,농산물,명,명사,名詞,農産物,C
723,농업,명,명사,名詞,農業,B
5596,농장,명,명사,名詞,農場,C
1493,농촌,명,명사,名詞,農村,B
277,높다,형,형용사,形容詞,,A
1657,높아지다,동,동사,動詞,,B
2210,높이,"명, 부","명사, 부사","名詞, 副詞",,B
1153,높이다,동,동사,動詞,,B
151,놓다,"보, 동","보조 용언, 동사","補助用言, 動詞",,A
6382,놓아두다,동,동사,動詞,,C
1319,놓이다,동,동사,動詞,,B
2173,놓치다,동,동사,動詞,,B
6201,놔두다,동,동사,動詞,놓아두다,C
2739,뇌,명,명사,名詞,腦,C
114,누구,대,대명사,代名詞,,A
1140,누나,명,명사,名詞,,A
1599,누르다,동,동사,動詞,힘을 가하다,B
107,눈,명,명사,名詞,"신체의 일부, ~이 내리다",A
6565,눈가,명,명사,名詞,,C
8033,눈감다,동,동사,動詞,,C
1482,눈길,명,명사,名詞,~을 피하다,C
3629,눈동자,명,명사,名詞,-瞳子,C
8034,눈뜨다,동,동사,動詞,,C
814,눈물,명,명사,名詞,,A
20303,눈병,명,명사,名詞,-病,C
4334,눈부시다,형,형용사,形容詞,,C
2075,눈빛,명,명사,名詞,~이 매섭다,B
3030,눈썹,명,명사,名詞,,B
1943,눈앞,명,명사,名詞,,B
981,눕다,동,동사,動詞,,B
914,뉴스,명,명사,名詞,news,A
,뉴욕,고,고유 명사,固有名詞,New York,B
1011,느껴지다,동,동사,動詞,,B
222,느끼다,동,동사,動詞,추위를 ~,B
401,느낌,명,명사,名詞,,B
3860,느리다,형,형용사,形容詞,,B
4878,늑대,명,명사,名詞,동물,C
707,늘,부,부사,副詞,,B
1427,늘다,동,동사,動詞,,B
1636,늘리다,동,동사,動詞,,B
809,늘어나다,동,동사,動詞,,B
4412,늘어놓다,동,동사,動詞,,C
4879,늘어서다,동,동사,動詞,,C
4781,늘어지다,동,동사,動詞,,C
