word,pos,meaning,definition,target_code
거무데데하다,형용사,,"やや下品に黒ずんでいる。

",27715
거무뎅뎅하다,형용사,くろみがかっている【黒みがかっている】,まだらに黒光りしている。,27717
거무레하다,형용사,うすぐろい【薄黒い】,"ぼんやりと黒みを帯びている。

",27719
거무스레하다,형용사,くろっぽい【黒っぽい】,やや黒みかがっている。,27721
거무스름하다,형용사,うすぐろい【薄黒い】,"やや黒みを帯びている。

",27722
거무죽죽하다,형용사,くろずんでいる【黒ずんでいる】,くすんでいて、まだらにやや黒光りする。,27723
거무튀튀하다,형용사,どんよりとくろい【どんよりと黒い】,濁っていて汚れた感じで黒光りする。,27726
거문고,명사,コムンゴ【玄琴】,桐と栗の木で作られ、6本の弦を弾いて音を出す韓国の弦楽器。,27729
거물,명사,"おおもの【大物】
",ある分野において大きい影響力を有する人。,27730
거물급,명사,"おおものきゅう【大物級】
",ある分野において大きい影響力を有する人やその部類。,27731
거뭇거뭇,부사,"くろずんで【黒ずんで】
","点々と黒色がみえるさま。
",27732
거뭇거뭇하다,형용사,くろっぽい【黒っぽい】,"所々黒みを少し帯びている。

",27736
거뭇하다,형용사,くろっぽい【黒っぽい】,"黒みを少し帯びている。

",27737
거봉,명사,"こうほう【高峰】
","高くそびえている峰。
",27270
거부,명사,"きょふ【巨富】
","非常に多くの財産。
",27274
거부,명사,きょひ【拒否】。ことわり【断り】。きょぜつ【拒絶】,"要求や提案などを受け入れないこと。
",27276
거부감,명사,きょひかん【拒否感】。いやなおもい【嫌な思い】,"あることを受け入れたくない気持ち。
",27280
거부권,명사,きょひけん【拒否権】,"拒否できる権利。
",27282
거부당하다,동사,きょひされる【拒否される】。ことわられる【断られる】。きょぜつされる【拒絶される】,要求や提案などが受け入れられない。,27283
거부되다,동사,きょひされる【拒否される】。ことわられる【断られる】。きょぜつされる【拒絶される】,要求や提案などが受け入れられない。,27286
거부하다,동사,きょひする【拒否する】。ことわる【断る】。きょぜつする【拒絶する】,要求や提案などを受け入れない。,15835
거북살스럽다,형용사,きづまりだ【気詰まりだ】,気持ちが楽でなく、気まずい。,27298
거북스럽다,형용사,きまずい【気まずい】,気持ちが楽でなく、気後れする。,27301
거북하다,형용사,ぎこちない,動きや体の機能が自然ではなかったり、不自由な感じがする。,27304
거사,명사,だいじ【大事】,"規模が非常に大きく、大変な労力がかかる仕事。
",27308
거사,명사,だいじ【大事】,"社会的に大きく重要なことを引き起こすこと。
",27312
거사하다,동사,だいじけんをおこす【大事件を起こす】,社会的に重大な出来事を引き起こす。,27316
게,대명사,それ。あれ	,"聞き手に近い場所をさす語。
",31355
게거품,명사,"こうかくあわ【口角泡】。しろあわ【白泡】。あわ【泡】
","人や動物が非常に興奮したり発作を起こしたりするときに口から出る、泡のようなつば。
",31356
게걸스럽다,형용사,がつがつする。いじきたない【意地汚い】,"食物をむさぼり食う姿にきたない感じがする。
",31357
게걸스레,부사,がつがつ。いじきたなく【意地汚く】,食物をむさぼり食う姿にきたない感じがする様。,601843
게걸음,명사,かにのよこばい【蟹の横ばい】,カニが歩くように横に歩くこと。,31358
게네,대명사,あいつら。やつら	,"話し手や聞き手を除いた人々をやや卑しめていう語。
",89176
게다,부사,"さらに
","その上に。
",31359
게다,품사 없음,それに。しかも	,"｢거기에다가」の縮約形。
",84549
게다가,품사 없음,それに。しかも	,"「거기에다가」の縮約形。
",62503
게딱지,명사,かにのこうら,かにの背中にある固い殻。,31360
게릴라,명사,ゲリラ,敵の後ろ側や自国の中で奇襲、かく乱、破壊などを行う小規模の非正規部隊。,31361
게릴라전,명사,ゲリラせん【ゲリラ戦】,一定の陣営を持たず小規模な部隊が敵軍を襲撃する戦闘。,31362
게서,품사 없음,そこで。あそこで	,"「거기에서」の縮約形。 
",26777
게슴츠레,부사,"ぼんやりと
","眠たいか、酔っ払って目つきがぼやっとして、半分目を閉じているさま。
",26947
게슴츠레하다,형용사,とろんとする,"眠けや酒の酔いなどで、目つきがぼんやりとして、目が半分ぐらいしかあいていない。

",26953
게양,명사,けいよう【掲揚】,旗などを高い所に掲げること。,28145
게양대,명사,けいようだい【掲揚台】。けいようポール【掲揚ポール】,旗などを高く掲げるために立てた長い棒。,28181
게양되다,동사,けいようされる【掲揚される】,"旗などが高い所に掲げられる。
",28166
게양하다,동사,けいようする【掲揚する】,"旗などを高い所に掲げる。
",28155
게우다,동사,はく【吐く】。はきだす【吐き出す】。もどす【戻す】,"飲み込んだ物を口から外に出す。
",28186
게을리,부사,"なまけて【怠けて】
","やるべきことを避けて、きちんとやらないさま。
",90880
게을리하다,동사,おこたる【怠る】。なまける【怠ける】,"やるべきことがやりたくなくて、頑張らない。
",28437
게이지,명사,ゲージ,機械製品の長さ、角度、形などを測るとき、その標準になるもの。,28439
게이트볼,명사,"ゲートボール
",木製のスティックでボールを打ってコート内の三つのゲートを通過させて中央のゴールポストに打ち当てるスポーツ。,28441
게재,명사,けいさい【掲載】,新聞や雑誌などに文章や挿絵などを載せること。,28448
게재되다,동사,けいさいされる【掲載される】,"新聞や雑誌などに文章や挿絵などが載る。
",28450
게재하다,동사,けいさいする【掲載する】,"新聞や雑誌などに文章や挿絵などを載せる。
",28453
겨냥,명사,ねらい【狙い】。ひょうてき【標的】。ターゲット,"ある物を弓、銃などであてるためにねらうこと。
",28455
